link,isbn,annotation,bbk,ydk,bibl_record
https://znanium.com/catalog/document?id=400122,978-5-94074-954-7,"Как раскрутить форум, как привести на него первых людей, как сделать так, чтобы они начали общаться на форуме постоянно, сколько денег на это всё потребуется, какие есть результативные методики?
Данная книга является ответом на множество самых распространённых вопросов форумовладельцев.
Прочитав её от корки до корки, вы сможете безо всяких проблем создать свой успешный форум с постоянной аудиторией на нём. Также книга будет полезна и тем, у кого в кругу обязанностей стоит задача создания и раскрутки форума. Очень надеемся, что наши практические советы помогут вам в раскрутке форума. Удачи вам в этом серьёзном и важном деле!","[['3297', 'Вычислительная техника']]","[['004', 'Информационные технологии. Вычислительная техника...']]","Фоменко, А. Ю. Раскрутка форума. От создания костяка форума до полной его монетизации : практическое руководство / А. Ю. Фоменко. - Москва : ДМК Пресс, 2013. - 218 с. - ISBN 978-5-94074-954-7. - Текст : электронный. - URL: https://znanium.com/catalog/product/1874888 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=400121,978-5-94074-943-1,"Книга раскрывает вопросы внедрения и применения принципиально нового продукта компании 1С - Управление торговлей ред. 11. Описан функционал системы по разделам ведения учета с конкретными примерами использования и акцентом на нововведения. Уделено внимание вопросам подготовки системы к работе. Последовательность изложения приближена к типовому процессу освоения и внедрения торговой системы. Книга написана в помощь слушателям курсов, студентам, специалистам, менеджерам, руководителям торговых компаний, изучающим и внедряющим конфигурацию 1С:8.2 Управление торговлей ред. 11, позволяет подготовиться к сертификации 1С:Профессионал, 1С:Специалист-консультант. Книга наглядно и пошагово дает понимание применения новой системы и ориентирует читателя в принятии оптимальных решений.","[['3297', 'Вычислительная техника'], ['6542', 'Экономика торговли. Торговая реклама. Недвижимость']]","[['004', 'Информационные технологии. Вычислительная техника...'], ['658', 'Организация производства. Экономика предприятий. Организация и техника торговли']]","Куправа, Т. А. Управление торговлей 1С:8.2. Редакция 11. Внедрение и применение : практическое руководство / Т. А. Куправа. - Москва : ДМК Пресс, 2013. - 336 с. - ISBN 978-5-94074-943-1. - Текст : электронный. - URL: https://znanium.com/catalog/product/1874886 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=400120,978-5-97060-836-4,"DevOps - методика автоматизации рабочих процессов, существенно облегчающая задачи организации и способствующая действенным преобразованиям. Мирко Херинг, менеджер со стажем, рассказывает о том, как избежать распространенных ошибок на пути внедрения инноваций и добиться успеха в долгосрочной перспективе. В первой части книги обсуждается экосистема предприятия, формирующая благоприятные условия для преобразований. Вторая часть посвящена работе с людьми, управлению ИТ-командой, внедряющей изменения, и выстраиванию рабочих процессов. В третьей части описываются технологические и архитектурные аспекты применения DevOps. В конце каждой главы приводятся практические упражнения. Издание предназначено для менеджеров и ИТ-специалистов, занимающихся DevOps-проектами в организациях разного уровня.","[['6529', 'Экономика предприятия (фирмы)']]","[['004', 'Информационные технологии. Вычислительная техника...']]","Херинг, М. DevOps для современного предприятия. Действенные практики для трансформации традиционных ИТ-организаций : практическое руководство / М. Херинг ; пер. с анг. М. А. Райтмана. - Москва : ДМК Пресс, 2020. - 232 с. - ISBN 978-5-97060-836-4. - Текст : электронный. - URL: https://znanium.com/catalog/product/1874885 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=400081,978-5-8158-1678-7,"Изложены теоретические сведения и практические рекомендации по применению инструментов табличного процессора Excel в лесопромышленных расчетах. Цель практикума - приобретение основных навыков работы в среде Excel, изучение работы с формулами, встроенными функциями, возможностей применения условного форматирования, внедрения внешних данных в Excel.
Для студентов направления подготовки 35.03.02 «Технология лесозаготовительных и деревообрабатывающих производств» очной и заочной форм обучения.","[['371', 'Технология древесины']]","[['674', 'Деревообрабатывающая промышленность']]","Роженцова, Н. И. Информационные технологии в лесопромышленных расчетах : лабораторный практикум / Н. И. Роженцова. - Йошкар-Ола : Поволжский государственный технологический университет, 2016. - 52 с. - ISBN 978-5-8158-1678-7. - Текст : электронный. - URL: https://znanium.com/catalog/product/1875100 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=399848,978-5-8158-1866-8,"Данный лабораторный практикум посвящен изучению вопросов защиты информации по основным направлениям (правовое, организационное и инженерно-техническое). Рассмотрены такие механизмы зашиты информации, как парольная аутентификация и симметричное/асимметричное шифрование.
Для студентов, обучающихся по направлению подготовки 09.03.01 «Информатика и вычислительная техника».","[['3297', 'Вычислительная техника']]","[['004', 'Информационные технологии. Вычислительная техника...']]","Смирнов, В. И. Защита информации : лабораторный практикум / В. И. Смирнов. - Йошкар-Ола : Поволжский государственный технологический университет, 2017. - 68 с. - ISBN 978-5-8158-1866-8. - Текст : электронный. - URL: https://znanium.com/catalog/product/1874697 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=399627,978-5-97060-495-3,"Книга представляет собой доступно изложенное введение в статистическое обучение - незаменимый набор инструментов, позволяющих извлечь полезную информацию из больших и сложных наборов данных, которые начали возникать в последние 20 лет в таких областях, как биология, экономика, маркетинг, физика и др. В этой книге описаны одни из наиболее важных методов моделирования
и прогнозирования, а также примеры их практического применения. Рассмотренные темы включают линейную регрессию, классификацию, создание повторных выборок, регуляризацию, деревья решений, машины опорных векторов, кластеризацию и др. Описание этих методов сопровождается многочисленными иллюстрациями и практическими примерами. Поскольку цель этого учебника
заключается в продвижении методов статистического обучения среди практикующих академических исследователей и промышленных аналитиков, каждая глава включает примеры практической реализации соответствующих методов с помощью R - чрезвычайно популярной среды статистических вычислений с открытым кодом. Издание рассчитано на неспециалистов, которые хотели бы применять современные методы статистического обучения для анализа своих данных. Предполагается, что читатели ранее прослушали лишь курс по линейной регрессии и не обладают знаниями матричной алгебры.","[['221', 'Математика'], ['3297', 'Вычислительная техника']]","[['004', 'Информационные технологии. Вычислительная техника...'], ['519', 'Комбинатор. анализ. Теория графов. Теория вер. и мат. стат. Вычисл. мат., числ. анализ. Мат. кибер..']]","Введение в статистическое обучение с примерами на языке R : учебник / Д. Гарет, Д. Уиттон, Т. Хасти, Р. Тибширани ; пер. с англ. С. Э. Мастицкого. - 2-е изд. испр. - Москва : ДМК Пресс, 2017. - 456 с. - ISBN 978-5-97060-495-3. - Текст : электронный. - URL: https://znanium.com/catalog/product/1873554 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=399620,978-5-9614-4143-7,"Человечество научилось собирать, обрабатывать и использовать в науке, бизнесе и повседневной жизни огромные массивы данных. Но что делать с данными, которых у нас нет? Допустимо ли игнорировать то, чего мы не замечаем? Британский статистик Дэвид Хэнд считает, что это по меньшей мере недальновидно, а порой — крайне опасно. В своей книге он выделяет 15 влияющих на наши решения и действия видов данных, которые остаются в тени. Например, речь идет об учете сигналов бедствия, которые могли бы подать жители бедных районов, если бы у них были смартфоны, результатах медицинского исследования, которые намеренно утаили или случайно исказили, или данных, ставших «темными» из-за плохого набора критериев для включения в выборку. Хэнд также рассказывает о том, какие меры могут сгладить эффект «темных данных» и как их можно обратить себе на пользу. Книга будет интересна широкому кругу читателей, интересующихся дата-сайенс, программированием и статистикой.","[['3297', 'Вычислительная техника'], ['606', 'Статистика']]","[['004', 'Информационные технологии. Вычислительная техника...']]","Хэнд, Д. Темные данные: практическое руководство по принятию правильных решений в мире недостающих данных : практическое руководство / Д. Хэнд. - Москва : Альпина Паблишер, 2021. - 369 с. - ISBN 978-5-9614-4143-7. - Текст : электронный. - URL: https://znanium.com/catalog/product/1873513 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=399617,978-5-9614-5032-3,"Казалось бы, термин «большие данные» понятен и доступен только специалистам. Но автор этой книги доказывает, что анализ данных можно организовать и в простом, понятном, очень эффективном и знакомом многим Excel. Причем не важно, сколько велик ваш массив данных. Техники, предложенные в этой книге, будут полезны и владельцу небольшого интернет-магазина, и аналитику крупной торговой компании. Вы перестанете бояться больших данных, научитесь видеть в них нужную вам информацию и сможете проанализировать предпочтения ваших клиентов и предложить им новые продукты, оптимизировать денежные потоки и складские запасы, другими словами, повысите эффективность работы вашей организации. Книга будет интересна маркетологам, бизнес-аналитикам и руководителям разных уровней, которым важно владеть статистикой для прогнозирования и планирования будущей деятельности компаний.","[['3297', 'Вычислительная техника'], ['6505', 'Управление экономикой. Экономическая статистика. Учет. Экономический анализ']]","[['004', 'Информационные технологии. Вычислительная техника...'], ['330', 'Экономические науки в целом. Политическая экономия']]","Форман, Д. Много цифр: Анализ больших данных при помощи Excel : практическое руководство / Д. Форман ; пер. с англ. А. Соколовой. - Москва : Альпина Паблишер, 2016. - 461 с. - ISBN 978-5-9614-5032-3. - Текст : электронный. - URL: https://znanium.com/catalog/product/1873510 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=399614,978-5-97060-664-3,"Если вы знаете, как программировать на Python, и немного знаете о теории вероятности, значит, вы готовы освоить байесовскую статистику. Эта книга расскажет вам, как решать статистические задачи с помощью языка Python вместо математических формул и использовать дискретные вероятностные распределения вместо непрерывной математики. Байесовские статистические методы становятся все более обширными и важными. Но в помощь начинающим доступно не слишком много источников. Изложенная в этой книге методика основана на материале проводимых автором студенческих
занятий и точно поможет вам сделать хороший старт! Издание будет полезно всем специалистам по анализу данных, кто должен использовать статистические данные в условиях их неполноты или решать другие нетривиальные задачи, связанные с вероятностными распределениями.","[['3297', 'Вычислительная техника']]","[['004', 'Информационные технологии. Вычислительная техника...']]","Дауни, А. Б. Байесовские модели : практическое руководство / А. Б. Дауни ; пер. с анг. В. А. Яроцкого. - Москва : ДМК Пресс, 2018. - 182 с. - ISBN 978-5-97060-664-3. - Текст : электронный. - URL: https://znanium.com/catalog/product/1873506 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=399613,978-5-97060-512-7,"В книгу вошли основные сведения по MS Excel и классическим методам непараметрической статистики, применяемым к независимым выборкам, парным наблюдениям и таблицам сопряженности, реализующие эти методы программы VBA и технологии решения типовых задач в MS Excel. Данные технологии представлены, как пошаговыми решениями (без применения макросов), так и автоматическими, когда задача решается одним макросом, возвращающим значение статистики, критерий принятия основной гипотезы и вывод о том, какую гипотезу следует принять.
Книга ориентирована на студентов вузов, изучающих статистические методы, но будет полезна и более широкому кругу пользователей MS Excel.","[['30', 'Техника и технические науки в целом'], ['3297', 'Вычислительная техника']]","[['004', 'Информационные технологии. Вычислительная техника...'], ['311', 'Теория статистики. Статистические методы'], ['744', 'Черчение. Геометрическое, техническое рисование']]","Сдвижков, О. А. Непараметрическая статистика в MS Excel и VBA : практическое руководство / О. А. Сдвижков. - Москва : ДМК Пресс, 2017. - 172 с. - ISBN 978-5-97060-512-7. - Текст : электронный. - URL: https://znanium.com/catalog/product/1873505 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=399612,978-5-97060-473-1,"Если вам необходима статистическая обработка данных для курсовой, диплома, статьи или диссертации; вы хотите лучше понимать результаты тех статистических методов, которые применяете; вы устали от того, что программы анализа данных не способны выполнить нестандартные задачи; вам необходимо перегруппировать ваши данные, но жаль тратить на это часы ручного труда; вам нужно освоить самые современные методы, еще не нашедшие отражения в большинстве статистических пакетов, то эта книга - для вас! Изложение построено на базе самого современного программного обеспечения - статистической среды R, которая принадлежит к числу наиболее динамически развивающихся программ в своем классе. Освоив R, вы сможете: полностью автоматизировать свою работу; запускать статистическую обработку прямо из текста документа; получать графики высокого качества и сохранить их в переносимых графических форматах; в любой момент повторить ваш анализ (например, если поменялись требования к иллюстрациям или исходные данные); использовать сотни «библиотек»-плагинов, разработанных для R; применять самые современные методы; разрабатывать собственные программы анализа данных: от коротких «макросов» до полноценных пакетов, реализующих новейшие алгоритмы; и, естественно, проводить любой стандартный анализ данных, получая при этом графики любой степени сложности.","[['606', 'Статистика']]","[['311', 'Теория статистики. Статистические методы']]","Наглядная статистика. Используем R! : практическое руководство / А. Б. Шипунов, Е. М. Балдин, П. А. Волкова [и др.]. - Москва : ДМК Пресс, 2017. - 298 с. - ISBN 978-5-97060-473-1. - Текст : электронный. - URL: https://znanium.com/catalog/product/1873504 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=399611,978-5-97060-301-7,"Сегодня язык R является безусловным лидером среди свободно распространяемых систем статистического анализа. Ведущие университеты мира, аналитики крупнейших компаний и исследовательских центров регулярно используют R при проведении научно-технических расчетов и создании крупных информационных проектов. Широкое преподавание статистики на базе этой системы и всемерная поддержка научным сообществом обусловили то, что приведение скриптов кода на языке R постепенно становится общепризнанным стандартом как в журнальных публикациях, так и при неформальном общении ученых всего мира. Настоящая книга дополняет небольшую (пока) коллекцию работ по R на русском языке, обобщая и значительно расширяя совокупность методических сообщений, опубликованных ранее одним из авторов в блоге «R: Анализ и визуализация данных» (http://r-analytics.blogspot.com). Книга адресована студентам, аспирантам, а также молодым и состоявшимся ученым, желающим освоить классические и современные методы анализа данных с использованием языка R.","[['606', 'Статистика']]","[['004', 'Информационные технологии. Вычислительная техника...'], ['311', 'Теория статистики. Статистические методы']]","Мастицкий, С. Э. Статистический анализ и визуализация данных с помощью R : практическое руководство / С. Э. Мастицкий, В. К. Шитиков. - Москва : ДМК Пресс, 2015. - 496 с. - ISBN 978-5-97060-301-7. - Текст : электронный. - URL: https://znanium.com/catalog/product/1873503 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=399609,978-5-94074-499-3,"Любой специалист, любой участник современного рынка, работающий с законодательством, рано или поздно сталкивается с необходимостью выбора справочных правовых систем (СПС). Однако сделать оптимальный выбор довольно сложно, поскольку СПС - это целый комплекс различных параметров и характеристик. Так на что обращать внимание? Что учитывать? Что существенно, а что - второстепенно? Как не ошибиться в выборе? Эти вопросы очень важны, потому что, выбирая СПС, вы определяете путь правового обеспечения деятельности организации. Учебное пособие предназначено для студентов нетехнических высших учебных заведений.","[['3297', 'Вычислительная техника'], ['606', 'Статистика']]","[['311', 'Теория статистики. Статистические методы'], ['681', 'Точная механика. Автоматика. Приборостроение']]","Автоматизация процессов обработки информации в статистике : учебное пособие / И. А. Кашина, В. К. Кашин, Д. Ю. Нечаев, Ю. В. Чекмарев. - Москва : ДМК Пресс, 2012. - 199 с. - ISBN 978-5-94074-499-3. - Текст : электронный. - URL: https://znanium.com/catalog/product/1873501 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=399606,978-5-97060-835-7,"Язык R - мощный инструмент статистического программирования, десятки тысяч людей ежедневно используют его для проведения серьезного статистического анализа. Но не все задачи, даже простые, удастся быстро решить с его помощью, если не знать определенных тонкостей. Эта книга предлагает практические советы по решению разнообразных задач с подробным разбором каждой из них. От основных задач автор переходит к вводу и выводу, общей статистике, графике, линейной регрессии - любая значительная работа с R подразумевает знакомство с большинством этих областей или с ними всеми. Издание пригодится для разработчиков на R с разным уровнем подготовки - от новичков до уверенных пользователей, желающих расширить свой кругозор.","[['3297', 'Вычислительная техника']]","[['004', 'Информационные технологии. Вычислительная техника...']]","Лонг, Дж. R. Книга рецептов: Проверенные рецепты для статистики, анализа и визуализации данных : практическое руководство / Дж. Лонг, П. Титор ; пер. с анг. Д. А. Беликова. - Москва : ДМК Пресс, 2020. - 510 с. - ISBN 978-5-97060-835-7. - Текст : электронный. - URL: https://znanium.com/catalog/product/1873498 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=399605,978-5-97060-768-8,"В книге представлены основные концепции байесовской статистики и ее практическая реализация на языке Python с использованием современной библиотеки вероятностного программирования PyMC3 и новой библиотеки исследовательского анализа байесовских моделей ArviZ. Полученные знания о вероятностном моделировании позволят вам самостоятельно проектировать и реализовать байесовские модели для собственных задач научной обработки данных. Издание будет полезно всем специалистам по анализу данных, использующих в своей работе байесовское моделирование.","[['3297', 'Вычислительная техника']]","[['004', 'Информационные технологии. Вычислительная техника...']]","Мартин, О. Байесовский анализ на Python : практическое руководство / О. Мартин ; пер. с анг. А. В. Снастина. - Москва : ДМК Пресс, 2020. - 340 с. - ISBN 978-5-97060-768-8. - Текст : электронный. - URL: https://znanium.com/catalog/product/1873497 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=399541,978-5-8158-1854-5,"В лабораторном практикуме рассмотрены вопросы клиентского и серверного программирования (языки HTML, CSS, JavaScript, PHP. интеграция с MySQL). Описание лабораторных работ отражает основные принципы архитектуры и технологические решения, используемые в Web-сервисах.
Для студентов, изучающих дисциплины «Интернет-программирование», «Web-программирование» и другие смежные дисциплины, а также для других категорий читателей, заинтересованных в приобретении практических навыков разработками Web-сервисов Интернет.","[['3297', 'Вычислительная техника']]","[['004', 'Информационные технологии. Вычислительная техника...']]","Малашкевич, В. Б. Интернет-программирование : лабораторный практикум / В. Б. Малашкевич. - Йошкар-Ола : Поволжский государственный технологический университет, 2017. - 96 с. - ISBN 978-5-8158-1854-5. - Текст : электронный. - URL: https://znanium.com/catalog/product/1873435 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=399202,978-5-8158-1888-0,"Изложен комплекс теоретических вопросов, связанных с работой графических редакторов Corel Draw X4 и Adobe Photoshop CS4; приведены упражнения для закрепления изучаемого материала.
Для студентов направлений 09.03.03 «Прикладная информатика», 38.03.05 «Бизнес-информатика» и др., изучающих дисциплину «Графические средства в информационных системах».","[['3297', 'Вычислительная техника']]","[['004', 'Информационные технологии. Вычислительная техника...']]","Костромина, Е. В. Графические средства в информационных системах : учебное пособие / Е. В. Костромина, Т. А. Уразаева. - Йошкар-Ола : Поволжский государственный технологический университет, 2017. - 148 с. - ISBN 978-5-8158-1888-0. - Текст : электронный. - URL: https://znanium.com/catalog/product/1873012 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=398855,978-5-8158-1929-0,"Приведены необходимые теоретические сведения об аппаратном построении и программном обеспечении микропроцессорного стенда SDK-2.0, в основе которого лежит однокристальный микроконтроллер LPC2292, имеющий в своем составе разнообразные устройства, предназначенные для ввода, обработки и вывода информации в цифровом и аналоговом виде.
Для студентов направления подготовки 09.04.01 «Информатика и вычислительная техника».","[['3297', 'Вычислительная техника']]","[['004', 'Информационные технологии. Вычислительная техника...']]","Мясников, В. И. Программное обеспечение встраиваемых систем : лабораторный практикум / В. И. Мясников. - Йошкар-Ола : Поволжский государственный технологический университет, 2018. - 148 с. - ISBN 978-5-8158-1929-0. - Текст : электронный. - URL: https://znanium.com/catalog/product/1872097 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=398854,978-5-8158-1934-4,"Представлены подходы к оценке эффективности информационных технологий, рассмотрены количественные, качественные и вероятностные методы определения экономического эффекта от внедрения ИТ-проекта. затронуты вопросы формирования ИТ-бюджета предприятия.
Для студентов направлений 38.03.05 «Бизнес-информатика» и 09.03.03 «Прикладная информатика».","[['3297', 'Вычислительная техника']]","[['004', 'Информационные технологии. Вычислительная техника...']]","Мещихина, Е. Д. Эффективность информационных технологий : учебное пособие / Е. Д. Мещихина. - Йошкар-Ола : Поволжский государственный технологический университет, 2017. - 124 с. - ISBN 978-5-8158-1934-4. - Текст : электронный. - URL: https://znanium.com/catalog/product/1872096 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=398811,978-5-16-017373-3,"Описаны стандарты представления различных видов информации, основы эргономики, требования к различным типам информационных ресурсов (текст, графика, мультимедиа и др.) для представления на веб-сайте, технологии публикации контента, терминология в области публикации контента, веб-этикет, технологии размещения статического и динамического информационного контента и многое другое.
Соответствует требованиям федеральных государственных образовательных стандартов среднего профессионального образования последнего поколения.
Для студентов учреждений среднего профессионального образования. Может быть использовано при освоении профессионального модуля «Администрирование информационных ресурсов» по дисциплине «Обработка отраслевой информации» для специальности «Информационные системы и программирование» при освоении квалификации «Специалист по информационным ресурсам».","[['3281', 'Кибернетика']]","[['004', 'Информационные технологии. Вычислительная техника...']]","Шитов, В. Н. Обработка отраслевой информации : учебное пособие / В.Н. Шитов. — Москва : ИНФРА-М, 2022. — 184 с. — (Среднее профессиональное образование). — DOI 10.12737/1846131. - ISBN 978-5-16-017373-3. - Текст : электронный. - URL: https://znanium.com/catalog/product/1846131 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=398474,978-5-8158-1928-3,"Изложены принципы работы, возможности применения программных комплексов Statistica, Table Curve для проведения инженерного анализа.
Для студентов, обучающихся по направлениям подготовки бакалавров 27.03.01 и магистров 27.04.01 «Стандартизация и метрология» очной и заочной форм обучения, а также другим направлениям подготовки.","[['6505', 'Управление экономикой. Экономическая статистика. Учет. Экономический анализ']]","[['338', 'Эк. положение. Эк. политика. Управление и планирование в эк-е. Производство. Услуги. Цены']]","Анисимов, Э. А. Современные программные комплексы для проведения инженерного анализа : учебное пособие / Э. А. Анисимов, В. Ю. Чернов. - Йошкар-Ола : Поволжский государственный технологический университет, 2017. - 96 с. - ISBN 978-5-8158-1928-3. - Текст : электронный. - URL: https://znanium.com/catalog/product/1871651 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=398418,978-5-8158-2017-3,"Изложены цели и задачи производственной практики, общие вопросы ее организации, требования к структуре отчетов и их содержанию.
Для студентов направления подготовки 09.03.03 «Прикладная информатика».","[['3297', 'Вычислительная техника']]","[['004', 'Информационные технологии. Вычислительная техника...']]","Прикладная информатика. Производственная практика : учебно-методическое пособие / О. Е. Иванов, Е. Д. Мещихина, Т. А. Уразаева, А. В. Швецов. - Йошкар-Ола : Поволжский государственный технологический университет, 2018. - 56 с. - ISBN 978-5-8158-2017-3. - Текст : электронный. - URL: https://znanium.com/catalog/product/1871540 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
